+---------------------------------------------------------+
|                                                         |
|           ////////                 ****///              |
|       ///////////////          ********////////         |
|   *//////////////////////   ***********////////////     |
|   *****//////////////////////**********////////////     |
|   *********//////////////////////******////////////     |
|   ************ /////////////////////** ////////////     |
|   ************    ////////////////     ////////////     |
|   ************        /////////        ////////////     |
|   ************            /            ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|    ***********                         ///////////      |
|        *******                         //////           |
|             **                         //               |
|                                                         |
|         MaCh3D, Revolution in Material Testing          |
|     Made in Italy with passion for materials world      |
|                     Since Aug, 2020                     |
|                                                         |
+---------------------------------------------------------+
|             MaCh S/N:              |
|                 MaCh FW  version: 0.0.0                  |
|                 MaChWare version: 1.0.0                  |
+---------------------------------------------------------+

2023-06-05
11:25:12

+---------------------------------------------------------+
|                         ROUTINE                         |
+---------------------------------------------------------+

ID;;0
Name;;
Description;;
STR1 GF;;0.0010
STR2 GF;;0.0010
LOAD cpr th;(N);-4999
LOAD ext th;(N);4999
EXTS cpr th;(mm);0.00
EXTS ext th;(mm);0.00
STR1 cpr th;(mm/mm);0.00
STR1 ext th;(mm/mm);0.00
STR2 cpr th;(mm/mm);0.00
STR2 ext th;(mm/mm);0.00
TMP1 low th;(deg_C);0.0
TMP1 high th;(deg_C);0.0
TMP2 low th;(deg_C);0.0
TMP2 high th;(deg_C);0.0

+---------------------------------------------------------+
WIDTH;THICKNESS;INTERAXIS;EXTS_LENGTH;CS_LENGTH
[12.91, 12.9, 12.94];[2.84, 2.88, 2.87];122.3;57.0;50.0

TIME;DISP;LOAD;EXTS;ENC1;ENC2;STR1;STR2;TMP1;TMP2
-;-;ON;ON;ON;OFF;OFF;OFF;ON;OFF
(ms);(mm);(N);(mm);(mm);(mm);(mm/mm);(mm/mm);(deg_C);(deg_C)

60400;12.479;1221.01;0.64439;4.847;0;0;0;nan;0;0.9497365355491638
60600;12.496;1225.53;0.64860;4.864;0;0;0;nan;0;0.9522342681884766
60800;12.513;1226.68;0.65176;4.881;0;0;0;nan;0;0.9547207951545715
61000;12.530;1231.63;0.65461;4.898;0;0;0;nan;0;0.9571970701217651
61200;12.546;1232.06;0.65958;4.914;0;0;0;nan;0;0.9596598148345947
61400;12.563;1236.29;0.66191;4.931;0;0;0;nan;0;0.9621124267578125
61600;12.580;1240.53;0.66649;4.948;0;0;0;nan;0;0.9645538926124573
61800;12.596;1241.89;0.66837;4.965;0;0;0;nan;0;0.9669839143753052
62000;12.613;1245.05;0.67333;4.981;0;0;0;nan;0;0.9694028496742249
62200;12.630;1246.70;0.67671;4.997;0;0;0;nan;0;0.971810519695282
62400;12.647;1249.93;0.68092;5.014;0;0;0;nan;0;0.9742069244384766
62600;12.664;1250.22;0.68401;5.030;0;0;0;nan;0;0.9765933156013489
62800;12.680;1256.18;0.68641;5.046;0;0;0;nan;0;0.9789685010910034
63000;12.697;1257.46;0.69198;5.062;0;0;0;nan;0;0.981332540512085
63200;12.714;1259.40;0.69558;5.079;0;0;0;nan;0;0.9836864471435547
63400;12.730;1262.49;0.69867;5.096;0;0;0;nan;0;0.9860291481018066
63600;12.747;1264.07;0.70280;5.112;0;0;0;nan;0;0.9883607625961304
63800;12.764;1267.15;0.70370;5.129;0;0;0;nan;0;0.9906823635101318
64000;12.781;1269.66;0.70994;5.145;0;0;0;nan;0;0.992993950843811
64200;12.797;1270.74;0.71280;5.161;0;0;0;nan;0;0.9952943325042725
64400;12.814;1274.26;0.71799;5.177;0;0;0;nan;0;0.9975847601890564
64600;12.831;1277.63;0.72092;5.194;0;0;0;nan;0;0.9998653531074524
64800;12.847;1279.35;0.72505;5.210;0;0;0;nan;0;1.0021357536315918
65000;12.864;1281.29;0.72783;5.227;0;0;0;nan;0;1.0043951272964478
65200;12.881;1284.16;0.72949;5.243;0;0;0;nan;0;1.006644606590271
65400;12.897;1286.39;0.73452;5.259;0;0;0;nan;0;1.0088841915130615
65600;12.914;1288.47;0.73821;5.276;0;0;0;nan;0;1.0111136436462402
65800;12.931;1291.48;0.74234;5.292;0;0;0;nan;0;1.0133333206176758
66000;12.948;1291.91;0.74678;5.309;0;0;0;nan;0;1.0155442953109741
66200;12.964;1294.21;0.75016;5.325;0;0;0;nan;0;1.0177440643310547
66400;12.981;1297.94;0.75309;5.342;0;0;0;nan;0;1.0199350118637085
66600;12.998;1298.30;0.75813;5.358;0;0;0;nan;0;1.0221149921417236
66800;13.014;1301.75;0.76076;5.375;0;0;0;nan;0;1.0242862701416016
67000;13.031;1304.98;0.76512;5.392;0;0;0;nan;0;1.0264488458633423
67200;13.048;1306.77;0.77098;5.408;0;0;0;nan;0;1.0286015272140503
67400;13.065;1307.34;0.77294;5.425;0;0;0;nan;0;1.030744194984436
67600;13.081;1309.21;0.77662;5.442;0;0;0;nan;0;1.0328782796859741
67800;13.098;1312.87;0.78106;5.459;0;0;0;nan;0;1.0350024700164795
68000;13.115;1315.16;0.78188;5.476;0;0;0;nan;0;1.0371179580688477
68200;13.132;1317.82;0.78895;5.493;0;0;0;nan;0;1.0392248630523682
68400;13.148;1318.90;0.79248;5.510;0;0;0;nan;0;1.0413217544555664
68600;13.165;1320.48;0.79421;5.526;0;0;0;nan;0;1.043410062789917
68800;13.182;1323.27;0.80000;5.543;0;0;0;nan;0;1.0454896688461304
69000;13.198;1323.21;0.80053;5.559;0;0;0;nan;0;1.047560691833496
69200;13.215;1327.94;0.80789;5.575;0;0;0;nan;0;1.049621820449829
69400;13.232;1329.09;0.81135;5.593;0;0;0;nan;0;1.0516754388809204
69600;13.249;1331.45;0.81511;5.609;0;0;0;nan;0;1.0537192821502686
69800;13.266;1331.81;0.81879;5.626;0;0;0;nan;0;1.055755615234375
70000;13.282;1334.26;0.82142;5.642;0;0;0;nan;0;1.0577834844589233
70200;13.299;1337.84;0.82676;5.659;0;0;0;nan;0;1.059802532196045
70400;13.316;1336.12;0.82872;5.675;0;0;0;nan;0;1.0618129968643188
70600;13.333;1341.00;0.83180;5.692;0;0;0;nan;0;1.0638160705566406
70800;13.349;1340.14;0.83864;5.708;0;0;0;nan;0;1.0658104419708252
71000;13.366;1344.37;0.84014;5.725;0;0;0;nan;0;1.067796230316162
71200;13.383;1345.52;0.84405;5.741;0;0;0;nan;0;1.0697734355926514
71400;13.399;1348.54;0.85014;5.758;0;0;0;nan;0;1.071744441986084
71600;13.416;1351.62;0.85270;5.774;0;0;0;nan;0;1.0737066268920898
71800;13.433;1353.63;0.85631;5.791;0;0;0;nan;0;1.0756604671478271
72000;13.449;1355.78;0.85984;5.807;0;0;0;nan;0;1.0776069164276123
72200;13.466;1357.15;0.86510;5.824;0;0;0;nan;0;1.0795458555221558
72400;13.483;1359.16;0.86886;5.840;0;0;0;nan;0;1.081476092338562
72600;13.500;1361.09;0.87172;5.856;0;0;0;nan;0;1.0834001302719116
72800;13.516;1363.11;0.87961;5.873;0;0;0;nan;0;1.0853158235549927
73000;13.533;1364.32;0.87998;5.888;0;0;0;nan;0;1.0872251987457275
73200;13.550;1365.62;0.88487;5.906;0;0;0;nan;0;1.0891258716583252
73400;13.566;1368.71;0.88803;5.922;0;0;0;nan;0;1.0910192728042603
73600;13.583;1370.07;0.89231;5.940;0;0;0;nan;0;1.0929051637649536
73800;13.600;1370.78;0.89540;5.956;0;0;0;nan;0;1.0947849750518799
74000;13.616;1371.86;0.90066;5.972;0;0;0;nan;0;1.096657395362854
74200;13.633;1373.80;0.90532;5.989;0;0;0;nan;0;1.098522424697876
74400;13.650;1374.37;0.90742;6.006;0;0;0;nan;0;1.1003800630569458
74600;13.667;1378.61;0.91336;6.023;0;0;0;nan;0;1.102231502532959
74800;13.683;1379.68;0.91441;6.039;0;0;0;nan;0;1.104074478149414
75000;13.700;1379.40;0.92073;6.055;0;0;0;nan;0;1.1059125661849976
75200;13.717;1383.49;0.92351;6.072;0;0;0;nan;0;1.1077430248260498
75400;13.734;1383.56;0.92892;6.089;0;0;0;nan;0;1.109566330909729
75600;13.750;1386.64;0.93321;6.105;0;0;0;nan;0;1.111383318901062
75800;13.767;1388.44;0.93524;6.122;0;0;0;nan;0;1.1131941080093384
76000;13.784;1390.59;0.93900;6.138;0;0;0;nan;0;1.1149989366531372
76200;13.800;1391.60;0.94238;6.155;0;0;0;nan;0;1.1167963743209839
76400;13.817;1392.75;0.94817;6.171;0;0;0;nan;0;1.1185874938964844
76600;13.834;1395.11;0.94930;6.188;0;0;0;nan;0;1.1203725337982178
76800;13.851;1395.40;0.95486;6.204;0;0;0;nan;0;1.122151494026184
77000;13.867;1398.05;0.96162;6.221;0;0;0;nan;0;1.1239242553710938
77200;13.884;1399.56;0.96320;6.237;0;0;0;nan;0;1.1256908178329468
77400;13.901;1401.07;0.96779;6.253;0;0;0;nan;0;1.1274501085281372
77600;13.917;1401.21;0.97019;6.270;0;0;0;nan;0;1.1292043924331665
77800;13.934;1403.22;0.97508;6.286;0;0;0;nan;0;1.1309536695480347
78000;13.951;1404.01;0.97899;6.303;0;0;0;nan;0;1.1326957941055298
78200;13.967;1407.60;0.98320;6.319;0;0;0;nan;0;1.1344317197799683
78400;13.984;1409.40;0.98816;6.336;0;0;0;nan;0;1.1361626386642456
78600;14.001;1407.53;0.99320;6.352;0;0;0;nan;0;1.1378874778747559
78800;14.018;1408.46;0.99605;6.369;0;0;0;nan;0;1.1396074295043945
79000;14.034;1409.61;0.99966;6.385;0;0;0;nan;0;1.141321063041687
79200;14.051;1414.27;1.00515;6.403;0;0;0;nan;0;1.1430286169052124
79400;14.068;1417.51;1.00989;6.419;0;0;0;nan;0;1.1447323560714722
79600;14.084;1418.15;1.01252;6.436;0;0;0;nan;0;1.1464290618896484
79800;14.101;1419.80;1.01552;6.453;0;0;0;nan;0;1.148120641708374
80000;14.118;1420.23;1.01973;6.470;0;0;0;nan;0;1.1498072147369385
80200;14.135;1422.53;1.02432;6.487;0;0;0;nan;0;1.151489019393921
80400;14.151;1425.54;1.02785;6.503;0;0;0;nan;0;1.1531646251678467
80600;14.168;1424.68;1.03236;6.520;0;0;0;nan;0;1.1548353433609009
80800;14.185;1424.82;1.03672;6.536;0;0;0;nan;0;1.156501054763794
81000;14.202;1427.19;1.03883;6.552;0;0;0;nan;0;1.1581618785858154
81200;14.218;1429.63;1.04537;6.569;0;0;0;nan;0;1.1598166227340698
81400;14.235;1430.92;1.05101;6.585;0;0;0;nan;0;1.1614676713943481
81600;14.252;1432.00;1.05281;6.602;0;0;0;nan;0;1.1631137132644653
81800;14.268;1430.78;1.05649;6.618;0;0;0;nan;0;1.1647535562515259
82000;14.285;1433.50;1.06070;6.635;0;0;0;nan;0;1.1663898229599
82200;14.302;1434.65;1.06499;6.651;0;0;0;nan;0;1.1680210828781128
82400;14.318;1438.89;1.06920;6.668;0;0;0;nan;0;1.1696475744247437
82600;14.335;1438.46;1.07469;6.684;0;0;0;nan;0;1.1712690591812134
82800;14.352;1438.31;1.07604;6.701;0;0;0;nan;0;1.172886848449707
83000;14.368;1439.97;1.08190;6.717;0;0;0;nan;0;1.174498438835144
83200;14.385;1442.62;1.08506;6.734;0;0;0;nan;0;1.176106333732605
83400;14.402;1444.63;1.08611;6.750;0;0;0;nan;0;1.1777105331420898
83600;14.418;1444.70;1.09190;6.767;0;0;0;nan;0;1.1793098449707031
83800;14.435;1446.93;1.09716;6.783;0;0;0;nan;0;1.1809041500091553
84000;14.452;1448.43;1.10062;6.800;0;0;0;nan;0;1.1824936866760254
84200;14.469;1448.87;1.10611;6.816;0;0;0;nan;0;1.1840794086456299
84400;14.485;1449.22;1.11062;6.833;0;0;0;nan;0;1.1856613159179688
84600;14.502;1452.60;1.11235;6.849;0;0;0;nan;0;1.1872385740280151
84800;14.519;1453.17;1.11701;6.866;0;0;0;nan;0;1.1888118982315063
85000;14.536;1455.54;1.12189;6.883;0;0;0;nan;0;1.1903804540634155
85200;14.552;1455.83;1.12550;6.900;0;0;0;nan;0;1.191945195198059
85400;14.569;1456.69;1.12971;6.916;0;0;0;nan;0;1.1935064792633057
85600;14.586;1459.63;1.13558;6.933;0;0;0;nan;0;1.195062518119812
85800;14.602;1458.84;1.13768;6.949;0;0;0;nan;0;1.1966149806976318
86000;14.619;1458.84;1.14129;6.967;0;0;0;nan;0;1.1981637477874756
86200;14.636;1459.48;1.14610;6.984;0;0;0;nan;0;1.1997089385986328
86400;14.653;1462.29;1.14933;7.000;0;0;0;nan;0;1.2012501955032349
86600;14.670;1464.51;1.15309;7.017;0;0;0;nan;0;1.2027865648269653
86800;14.686;1466.66;1.15798;7.033;0;0;0;nan;0;1.2043194770812988
87000;14.703;1468.17;1.16294;7.050;0;0;0;nan;0;1.2058484554290771
87200;14.720;1467.38;1.16504;7.066;0;0;0;nan;0;1.207374930381775
87400;14.737;1469.75;1.16970;7.083;0;0;0;nan;0;1.2088967561721802
87600;14.753;1470.68;1.17414;7.099;0;0;0;nan;0;1.2104145288467407
87800;14.770;1470.82;1.18030;7.116;0;0;0;nan;0;1.2119288444519043
88000;14.787;1472.91;1.18369;7.132;0;0;0;nan;0;1.2134406566619873
88200;14.803;1473.34;1.18797;7.148;0;0;0;nan;0;1.2149474620819092
88400;14.820;1477.21;1.19136;7.165;0;0;0;nan;0;1.216451644897461
88600;14.837;1475.13;1.19632;7.181;0;0;0;nan;0;1.2179511785507202
88800;14.853;1478.00;1.20173;7.198;0;0;0;nan;0;1.2194480895996094
89000;14.870;1478.07;1.20556;7.214;0;0;0;nan;0;1.2209413051605225
89200;14.887;1480.01;1.20887;7.231;0;0;0;nan;0;1.2224308252334595
89400;14.904;1482.81;1.21210;7.247;0;0;0;nan;0;1.2239179611206055
89600;14.920;1483.02;1.21894;7.264;0;0;0;nan;0;1.2254000902175903
89800;14.937;1485.32;1.22090;7.280;0;0;0;nan;0;1.2268809080123901
90000;14.954;1487.40;1.22473;7.297;0;0;0;nan;0;1.228356957435608
90200;14.970;1485.61;1.22766;7.313;0;0;0;nan;0;1.229830265045166
90400;14.987;1487.76;1.23263;7.330;0;0;0;nan;0;1.2312999963760376
90600;15.004;1487.83;1.23691;7.346;0;0;0;nan;0;1.2327662706375122
90800;15.021;1489.20;1.24262;7.363;0;0;0;nan;0;1.2342296838760376
91000;15.037;1489.41;1.24661;7.380;0;0;0;nan;0;1.2356897592544556
91200;15.054;1491.78;1.25074;7.396;0;0;0;nan;0;1.2371469736099243
91400;15.071;1492.93;1.25428;7.413;0;0;0;nan;0;1.2386006116867065
91600;15.087;1494.08;1.25864;7.430;0;0;0;nan;0;1.2400518655776978
91800;15.104;1495.65;1.26315;7.448;0;0;0;nan;0;1.2414993047714233
92000;15.121;1496.44;1.26540;7.465;0;0;0;nan;0;1.2429431676864624
92200;15.138;1498.02;1.27164;7.482;0;0;0;nan;0;1.244384527206421
92400;15.154;1499.39;1.27532;7.499;0;0;0;nan;0;1.2458233833312988
92600;15.171;1500.04;1.28059;7.515;0;0;0;nan;0;1.2472585439682007
92800;15.188;1500.32;1.28359;7.532;0;0;0;nan;0;1.2486910820007324
93000;15.204;1503.12;1.28675;7.548;0;0;0;nan;0;1.2501213550567627
93200;15.221;1503.12;1.29231;7.565;0;0;0;nan;0;1.2515476942062378
93400;15.238;1504.77;1.29585;7.581;0;0;0;nan;0;1.2529717683792114
93600;15.254;1506.13;1.29908;7.598;0;0;0;nan;0;1.2543919086456299
93800;15.271;1508.21;1.30750;7.614;0;0;0;nan;0;1.2558099031448364
94000;15.288;1507.71;1.30795;7.631;0;0;0;nan;0;1.2572250366210938
94200;15.305;1508.64;1.31291;7.647;0;0;0;nan;0;1.258636713027954
94400;15.321;1510.01;1.31780;7.664;0;0;0;nan;0;1.2600460052490234
94600;15.338;1510.01;1.32208;7.680;0;0;0;nan;0;1.2614526748657227
94800;15.355;1511.59;1.32547;7.697;0;0;0;nan;0;1.2628567218780518
95000;15.372;1514.46;1.33125;7.714;0;0;0;nan;0;1.2642585039138794
95200;15.388;1513.60;1.33524;7.730;0;0;0;nan;0;1.2656564712524414
95400;15.405;1516.97;1.33930;7.747;0;0;0;nan;0;1.2670519351959229
95600;15.422;1516.39;1.34215;7.764;0;0;0;nan;0;1.2684450149536133
95800;15.439;1517.33;1.34674;7.781;0;0;0;nan;0;1.269834280014038
96000;15.455;1518.19;1.35132;7.797;0;0;0;nan;0;1.2712223529815674
96200;15.472;1518.41;1.35343;7.813;0;0;0;nan;0;1.2726067304611206
96400;15.489;1523.29;1.36035;7.830;0;0;0;nan;0;1.2739886045455933
96600;15.505;1525.01;1.36471;7.847;0;0;0;nan;0;1.275368094444275
96800;15.522;1522.78;1.36794;7.863;0;0;0;nan;0;1.276745080947876
97000;15.539;1523.71;1.37260;7.880;0;0;0;nan;0;1.278119444847107
97200;15.555;1525.51;1.37741;7.897;0;0;0;nan;0;1.2794914245605469
97400;15.572;1526.73;1.38109;7.913;0;0;0;nan;0;1.2808609008789062
97600;15.589;1526.23;1.38538;7.930;0;0;0;nan;0;1.2822266817092896
97800;15.606;1528.89;1.39004;7.947;0;0;0;nan;0;1.2835912704467773
98000;15.622;1529.60;1.39395;7.964;0;0;0;nan;0;1.284952163696289
98200;15.639;1531.75;1.39899;7.981;0;0;0;nan;0;1.2863105535507202
98400;15.656;1532.90;1.40267;7.999;0;0;0;nan;0;1.2876676321029663
98600;15.672;1534.48;1.40628;8.015;0;0;0;nan;0;1.2890210151672363
98800;15.689;1533.47;1.41124;8.032;0;0;0;nan;0;1.2903721332550049
99000;15.706;1534.34;1.41612;8.048;0;0;0;nan;0;1.2917217016220093
99200;15.723;1534.41;1.41748;8.065;0;0;0;nan;0;1.2930678129196167
99400;15.740;1536.34;1.42454;8.082;0;0;0;nan;0;1.2944122552871704
99600;15.756;1536.13;1.42860;8.098;0;0;0;nan;0;1.2957534790039062
99800;15.773;1538.86;1.43184;8.115;0;0;0;nan;0;1.297092080116272
100000;15.790;1537.85;1.43755;8.131;0;0;0;nan;0;1.2984293699264526
100200;15.807;1541.23;1.44213;8.148;0;0;0;nan;0;1.2997629642486572
100400;15.823;1540.79;1.44634;8.165;0;0;0;nan;0;1.3010953664779663
100600;15.840;1539.51;1.44988;8.181;0;0;0;nan;0;1.3024239540100098
100800;15.857;1541.87;1.45326;8.198;0;0;0;nan;0;1.3037514686584473
101000;15.873;1543.81;1.45905;8.215;0;0;0;nan;0;1.3050751686096191
101200;15.890;1544.17;1.46168;8.231;0;0;0;nan;0;1.3063987493515015
101400;15.907;1548.40;1.46777;8.248;0;0;0;nan;0;1.3077175617218018
101600;15.924;1546.61;1.47213;8.265;0;0;0;nan;0;1.3090351819992065
101800;15.940;1547.97;1.47807;8.281;0;0;0;nan;0;1.3103501796722412
102000;15.957;1549.12;1.48010;8.298;0;0;0;nan;0;1.3116639852523804
102200;15.974;1549.19;1.48438;8.314;0;0;0;nan;0;1.3129740953445435
102400;15.990;1547.54;1.48867;8.331;0;0;0;nan;0;1.314281702041626
102600;16.007;1551.78;1.49461;8.348;0;0;0;nan;0;1.315588116645813
102800;16.024;1552.71;1.49686;8.364;0;0;0;nan;0;1.316890835762024
103000;16.041;1553.78;1.50295;8.381;0;0;0;nan;0;1.3181935548782349
103200;16.057;1555.01;1.50603;8.398;0;0;0;nan;0;1.3194913864135742
103400;16.074;1554.79;1.51084;8.415;0;0;0;nan;0;1.320787787437439
103600;16.091;1556.08;1.51588;8.432;0;0;0;nan;0;1.3220829963684082
103800;16.108;1556.59;1.52024;8.449;0;0;0;nan;0;1.3233747482299805
104000;16.124;1557.95;1.52370;8.466;0;0;0;nan;0;1.3246649503707886
104200;16.141;1560.53;1.52828;8.483;0;0;0;nan;0;1.3259528875350952
104400;16.158;1559.17;1.53400;8.500;0;0;0;nan;0;1.3272371292114258
104600;16.174;1560.96;1.53964;8.516;0;0;0;nan;0;1.3285200595855713
104800;16.191;1561.18;1.54242;8.533;0;0;0;nan;0;1.3298016786575317
105000;16.208;1563.19;1.54633;8.550;0;0;0;nan;0;1.3310797214508057
105200;16.225;1563.91;1.55084;8.566;0;0;0;nan;0;1.332356572151184
105400;16.241;1564.34;1.55512;8.583;0;0;0;nan;0;1.3336308002471924
105600;16.258;1565.05;1.55926;8.600;0;0;0;nan;0;1.3349026441574097
105800;16.275;1567.35;1.56422;8.616;0;0;0;nan;0;1.336173176765442
106000;16.292;1565.70;1.56790;8.633;0;0;0;nan;0;1.3374402523040771
106200;16.308;1566.99;1.57151;8.650;0;0;0;nan;0;1.3387058973312378
106400;16.325;1567.85;1.57700;8.667;0;0;0;nan;0;1.3399691581726074
106600;16.342;1567.85;1.58279;8.683;0;0;0;nan;0;1.341229796409607
106800;16.359;1570.00;1.58534;8.699;0;0;0;nan;0;1.342489242553711
107000;16.375;1570.00;1.59075;8.716;0;0;0;nan;0;1.343745231628418
107200;16.392;1571.73;1.59572;8.733;0;0;0;nan;0;1.34499990940094
107400;16.409;1573.45;1.59865;8.750;0;0;0;nan;0;1.3462519645690918
107600;16.426;1573.09;1.60451;8.767;0;0;0;nan;0;1.3475028276443481
107800;16.442;1575.03;1.60737;8.783;0;0;0;nan;0;1.3487499952316284
108000;16.459;1574.24;1.61526;8.799;0;0;0;nan;0;1.3499960899353027
108200;16.476;1574.60;1.61691;8.816;0;0;0;nan;0;1.351239562034607
108400;16.492;1576.32;1.62240;8.833;0;0;0;nan;0;1.3524806499481201
108600;16.509;1577.54;1.62563;8.849;0;0;0;nan;0;1.3537205457687378
108800;16.526;1579.05;1.62984;8.866;0;0;0;nan;0;1.354957938194275
109000;16.542;1577.69;1.63323;8.882;0;0;0;nan;0;1.3561928272247314
109200;16.559;1580.84;1.64014;8.898;0;0;0;nan;0;1.357425332069397
109400;16.576;1580.05;1.64217;8.915;0;0;0;nan;0;1.3586565256118774
109600;16.593;1578.69;1.64819;8.932;0;0;0;nan;0;1.359885334968567
109800;16.609;1581.27;1.65330;8.949;0;0;0;nan;0;1.3611116409301758
110000;16.626;1584.65;1.65818;8.967;0;0;0;nan;0;1.3623355627059937
110200;16.643;1586.08;1.66097;8.984;0;0;0;nan;0;1.3635581731796265
110400;16.660;1583.93;1.66480;9.001;0;0;0;nan;0;1.3647783994674683
110600;16.676;1585.00;1.66856;9.017;0;0;0;nan;0;1.365996241569519
110800;16.693;1585.14;1.67578;9.034;0;0;0;nan;0;1.3672126531600952
111000;16.710;1587.37;1.68036;9.051;0;0;0;nan;0;1.3684256076812744
111200;16.727;1588.81;1.68435;9.067;0;0;0;nan;0;1.3696372509002686
111400;16.743;1588.95;1.68961;9.084;0;0;0;nan;0;1.3708475828170776
111600;16.760;1591.10;1.69397;9.101;0;0;0;nan;0;1.3720544576644897
111800;16.777;1590.46;1.69735;9.118;0;0;0;nan;0;1.3732599020004272
112000;16.793;1590.10;1.70389;9.134;0;0;0;nan;0;1.3744640350341797
112200;16.810;1591.89;1.70690;9.151;0;0;0;nan;0;1.3756648302078247
112400;16.827;1592.75;1.71201;9.168;0;0;0;nan;0;1.376863956451416
112600;16.844;1593.19;1.71592;9.185;0;0;0;nan;0;1.3780611753463745
112800;16.860;1594.12;1.71990;9.201;0;0;0;nan;0;1.379255771636963
113000;16.877;1597.92;1.72516;9.218;0;0;0;nan;0;1.380448818206787
113200;16.894;1595.19;1.73013;9.235;0;0;0;nan;0;1.381639838218689
113400;16.911;1596.27;1.73471;9.251;0;0;0;nan;0;1.3828282356262207
113600;16.927;1597.85;1.73689;9.268;0;0;0;nan;0;1.3840153217315674
113800;16.944;1596.63;1.74020;9.285;0;0;0;nan;0;1.3851999044418335
114000;16.961;1599.00;1.74847;9.302;0;0;0;nan;0;1.3863823413848877
114200;16.977;1600.72;1.75117;9.318;0;0;0;nan;0;1.3875620365142822
114400;16.994;1599.93;1.75614;9.335;0;0;0;nan;0;1.38874089717865
114600;17.011;1601.08;1.76140;9.352;0;0;0;nan;0;1.3899171352386475
114800;17.028;1603.45;1.76734;9.368;0;0;0;nan;0;1.39109206199646
115000;17.044;1605.31;1.77125;9.385;0;0;0;nan;0;1.3922646045684814
115200;17.061;1604.38;1.77478;9.403;0;0;0;nan;0;1.3934335708618164
115400;17.078;1605.17;1.78042;9.419;0;0;0;nan;0;1.3946021795272827
115600;17.095;1604.38;1.78538;9.437;0;0;0;nan;0;1.3957675695419312
115800;17.111;1604.09;1.78959;9.454;0;0;0;nan;0;1.3969316482543945
116000;17.128;1604.31;1.79417;9.471;0;0;0;nan;0;1.3980942964553833
116200;17.145;1607.18;1.79846;9.488;0;0;0;nan;0;1.3992536067962646
116400;17.162;1604.52;1.80282;9.505;0;0;0;nan;0;1.4004113674163818
116600;17.178;1608.69;1.80755;9.521;0;0;0;nan;0;1.401566982269287
116800;17.195;1608.11;1.80974;9.538;0;0;0;nan;0;1.4027210474014282
117000;17.212;1608.47;1.81688;9.554;0;0;0;nan;0;1.403873085975647
117200;17.228;1609.76;1.82094;9.570;0;0;0;nan;0;1.4050225019454956
117400;17.245;1610.19;1.82642;9.587;0;0;0;nan;0;1.4061696529388428
117600;17.262;1609.62;1.82988;9.603;0;0;0;nan;0;1.4073152542114258
117800;17.278;1610.63;1.83402;9.620;0;0;0;nan;0;1.4084585905075073
118000;17.295;1612.06;1.83928;9.636;0;0;0;nan;0;1.4095996618270874
118200;17.312;1613.71;1.84484;9.653;0;0;0;nan;0;1.4107394218444824
118400;17.329;1612.78;1.84665;9.669;0;0;0;nan;0;1.4118765592575073
118600;17.345;1615.22;1.85296;9.686;0;0;0;nan;0;1.4130126237869263
118800;17.362;1615.36;1.85672;9.703;0;0;0;nan;0;1.4141452312469482
119000;17.379;1615.14;1.86145;9.720;0;0;0;nan;0;1.4152761697769165
119200;17.396;1615.22;1.86807;9.737;0;0;0;nan;0;1.416405200958252
119400;17.412;1615.43;1.87408;9.753;0;0;0;nan;0;1.4175326824188232
119600;17.429;1615.86;1.87611;9.769;0;0;0;nan;0;1.4186577796936035
119800;17.446;1619.31;1.88017;9.785;0;0;0;nan;0;1.4197818040847778
120000;17.463;1619.88;1.88777;9.802;0;0;0;nan;0;1.4209022521972656
120200;17.480;1619.88;1.89025;9.819;0;0;0;nan;0;1.4220212697982788
120400;17.496;1620.53;1.89588;9.835;0;0;0;nan;0;1.4231390953063965
120600;17.513;1620.89;1.90032;9.852;0;0;0;nan;0;1.4242534637451172
120800;17.530;1621.60;1.90385;9.869;0;0;0;nan;0;1.4253666400909424
121000;17.546;1621.03;1.90972;9.885;0;0;0;nan;0;1.4264782667160034
121200;17.563;1622.18;1.91498;9.902;0;0;0;nan;0;1.427586555480957
121400;17.580;1622.75;1.91859;9.919;0;0;0;nan;0;1.4286936521530151
121600;17.597;1626.62;1.92438;9.936;0;0;0;nan;0;1.4297995567321777
121800;17.613;1624.98;1.92686;9.953;0;0;0;nan;0;1.4309017658233643
122000;17.630;1624.62;1.93422;9.970;0;0;0;nan;0;1.4320038557052612
122200;17.647;1626.77;1.93655;9.987;0;0;0;nan;0;1.4331024885177612
122400;17.663;1626.13;1.94287;10.003;0;0;0;nan;0;1.4341987371444702
122600;17.680;1626.62;1.94587;10.020;0;0;0;nan;0;1.4352936744689941
122800;17.697;1627.99;1.94903;10.036;0;0;0;nan;0;1.4363874197006226
123000;17.714;1626.92;1.95384;10.053;0;0;0;nan;0;1.43747878074646
123200;17.730;1628.49;1.96166;10.070;0;0;0;nan;0;1.4385676383972168
123400;17.747;1628.56;1.96362;10.086;0;0;0;nan;0;1.4396542310714722
123600;17.764;1630.94;1.96948;10.102;0;0;0;nan;0;1.440739631652832
123800;17.780;1631.15;1.97384;10.118;0;0;0;nan;0;1.4418225288391113
124000;17.797;1631.07;1.97775;10.135;0;0;0;nan;0;1.4429030418395996
124200;17.814;1631.65;1.98414;10.152;0;0;0;nan;0;1.443982481956482
